name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,developer
Derby Stallion 64,Nintendo 64,2001,Sports,Media Factory,0.0,0.0,0.15,0.0,0.15,Unknown
Doraemon 3: Nobi Dai No Machi Sos!,Nintendo 64,2000,Platform,Epoch,0.0,0.0,0.09,0.06,0.15,Unknown
Space Station Silicon Valley,Nintendo 64,1997,Adventure,Take Two Interactive,0.12,0.03,0.0,0.0,0.15,Unknown
All-Star Baseball 2003,GameCube,2002,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,Acclaim
Burger Island,Nintendo Wii,2009,Action,Destineer,0.14,0.0,0.0,0.01,0.15,eGames
Cake Mania: In The Mix!,Nintendo Wii,2008,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,Unknown
T'Ai Fu: Wrath Of The Tiger,PlayStation,1998,Action,Activision,0.08,0.06,0.0,0.01,0.15,Unknown
Rocky,Xbox,2002,Fighting,Rage Software,0.11,0.03,0.0,0.01,0.15,Rage Software
Ford Racing 2,Xbox,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15,Razorworks Studios
Kids Learn Math: A+ Edition,Nintendo DS,2011,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,Unknown
Rock Band: Metal Track Pack,Xbox 360,2009,Misc,Mtv Games,0.14,0.0,0.0,0.01,0.15,Harmonix Music Systems
Megamind: Ultimate Showdown,PlayStation 3,2010,Action,Thq,0.07,0.05,0.0,0.02,0.15,THQ Australia
Space Invaders Extreme,Nintendo DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,Taito Corporation
Tetris Attack,Super Nintendo Entertainment System,1995,Puzzle,Nintendo,0.0,0.0,0.15,0.0,0.15,Unknown
Thor: God Of Thunder,Nintendo Wii,2011,Action,Sega,0.1,0.04,0.0,0.01,0.15,Red Fly Studio
Petz: Dogz Talent Show,Nintendo DS,2009,Simulation,Ubisoft,0.14,0.0,0.0,0.01,0.15,Ubisoft Nagoya
Bloodrayne 2,Xbox,2004,Shooter,Thq,0.11,0.03,0.0,0.01,0.15,Terminal Reality
Jaws Unleashed,Xbox,2006,Action,Thq,0.11,0.03,0.0,0.01,0.15,Appaloosa Interactive
Pro Yaky? Spirits 6,PlayStation 3,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Unknown
Star Trek: Voyager Elite Force,PlayStation 2,2001,Shooter,Codemasters,0.07,0.06,0.0,0.02,0.15,Pipe Dream Interactive
X-Men: The Official Game,GameCube,2006,Action,Activision,0.12,0.03,0.0,0.0,0.15,Hypnos
The Sims Medieval: Pirates And Nobles,Personal Computer,2011,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,Unknown
Warriors Orochi 3,PlayStation 4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,Unknown
Brain Boost: Gamma Wave,Nintendo DS,2005,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,Interchannel
Chessmaster Ii,PlayStation,1998,Strategy,Mindscape,0.08,0.06,0.0,0.01,0.15,Unknown
All-Star Baseball 2003,Game Boy Advance,2002,Sports,Acclaim Entertainment,0.11,0.04,0.0,0.0,0.15,Software Creations
Major League Baseball 2K12,Nintendo Wii,2012,Sports,Take Two Interactive,0.14,0.0,0.0,0.01,0.15,Visual Concepts
Scooby-Doo! Mystery Mayhem,Xbox,2004,Action,Thq,0.11,0.03,0.0,0.01,0.15,Unknown
Winning Post 4,PlayStation,1999,Sports,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,Unknown
Castlevania: Lords Of Shadow - Mirror Of Fate,Nintendo 3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,Unknown
187: Ride Or Die,PlayStation 2,2005,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15,Ubisoft
Dishonored,Xbox One,2015,Action,Bethesda Softworks,0.09,0.05,0.0,0.01,0.15,Unknown
Curious George,GameCube,2006,Action,Namco Bandai Games,0.11,0.03,0.0,0.0,0.15,Unknown
Battleborn,Xbox One,2016,Shooter,Take Two Interactive,0.1,0.04,0.0,0.01,0.15,Gearbox Software
Geist,GameCube,2005,Adventure,Nintendo,0.11,0.03,0.0,0.0,0.15,n-Space
The King Of Fighters Xiv,PlayStation 4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,SNK Playmore
Cardinal Syn,PlayStation,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,Unknown
Sword Art Online: Hollow Realization,PlayStation Vita,2016,Role Playing,Namco Bandai Games,0.0,0.04,0.1,0.01,0.15,Bandai Namco Games
The Incredibles: Rise Of The Underminer,Nintendo DS,2005,Action,Thq,0.13,0.01,0.0,0.01,0.15,Helixe
Deadly Premonition,PlayStation 3,2010,Action,Rising Star Games,0.08,0.04,0.0,0.02,0.15,Unknown
Street Fighter Alpha 3,Game Boy Advance,2002,Fighting,Capcom,0.11,0.04,0.0,0.0,0.15,Crawfish Interactive
Mobile Suit Gundam Side Story Iii: Sabakareshi Mono,Sega Saturn,1997,Shooter,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Super Street Fighter Ii,Sega Genesis,1993,Fighting,Capcom,0.0,0.0,0.15,0.0,0.15,Unknown
Deponia,Personal Computer,2012,Adventure,Daedalic,0.0,0.13,0.0,0.02,0.15,Daedalic Entertainment
Metal Gear Solid: Peace Walker Hd Edition,PlayStation 3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,"Genki, Kojima Productions"
Battle Stadium D.O.N,PlayStation 2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Ridge Racer Ds,Nintendo DS,2004,Racing,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,Namco
High Velocity Bowling,PlayStation 3,2010,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.15,SCEA
Lego Harry Potter Collection,PlayStation 4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0.0,0.02,0.15,Warner Bros. Interactive Entertainment
The Quest Trio,Nintendo DS,2008,Puzzle,Avanquest,0.13,0.0,0.0,0.01,0.15,Activision
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PlayStation,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.01,0.15,Unknown
Brain Boost: Beta Wave,Nintendo DS,2005,Puzzle,505 Games,0.14,0.0,0.0,0.01,0.15,Interchannel
Power Pro Kun Pocket 9,Nintendo DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Unknown
Shenmue Ii,Sega Dreamcast,2001,Adventure,Sega,0.0,0.0,0.15,0.0,0.15,Sega AM2
Armored Core: For Answer,Xbox 360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,From Software
Sumikko Gurashi: Omise Hajimerundesu,Nintendo 3DS,2015,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,Unknown
Major League Baseball 2K8,PlayStation 2,2008,Sports,Bethesda Softworks,0.07,0.06,0.0,0.02,0.15,2K Sports
Capcom Classics Collection,Xbox,2005,Misc,Capcom,0.11,0.03,0.0,0.01,0.15,Digital Eclipse
Fugitive Hunter: War On Terror,PlayStation 2,2003,Shooter,Play It,0.07,0.06,0.0,0.02,0.15,Black Ops Entertainment
The Incredible Hulk: Ultimate Destruction,GameCube,2005,Action,Vivendi Games,0.11,0.03,0.0,0.0,0.15,Radical Entertainment
Candace Kane'S Candy Factory,Nintendo Wii,2008,Action,Destineer,0.14,0.0,0.0,0.01,0.15,Destineer
Prince Of Persia: The Two Thrones,GameCube,2005,Action,Ubisoft,0.11,0.03,0.0,0.0,0.15,Ubisoft
Blazing Angels 2: Secret Missions Of Wwii,PlayStation 3,2007,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,Ubisoft Romania
Ore No Imouto Ga Konna Ni Kawaii Wake Ga Nai Portable,PlayStation Portable,2011,Adventure,Banpresto,0.0,0.0,0.15,0.0,0.15,Unknown
Pac-Man World 3,Xbox,2005,Platform,Namco Bandai Games,0.11,0.04,0.0,0.01,0.15,Blitz Games
Snk Arcade Classics Vol. 1,PlayStation Portable,2008,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,Terminal Reality
Phantasy Star Online Episode I & Ii,Xbox,2003,Role Playing,Sega,0.11,0.03,0.0,0.01,0.15,Unknown
The Legend Of Heroes: Trails Of Cold Steel Ii,PlayStation 3,2014,Role Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,Falcom
Sam & Max: Season One,Nintendo Wii,2008,Adventure,Jowood Productions,0.13,0.01,0.0,0.01,0.15,Unknown
Backyard Sports: Sandlot Sluggers,Nintendo Wii,2010,Sports,Atari,0.14,0.0,0.0,0.01,0.15,HB Studios Multimedia
Batman Begins,GameCube,2005,Action,Electronic Arts,0.11,0.03,0.0,0.0,0.15,Eurocom Entertainment Software
Yakuza: Ishin,PlayStation 4,2014,Action,Sega,0.0,0.0,0.15,0.0,0.15,Unknown
Nancy Drew: The White Wolf Of Icicle Creek,Nintendo Wii,2008,Adventure,Sega,0.14,0.0,0.0,0.01,0.15,Her Interactive
Toy Story Racer,PlayStation,2001,Racing,Activision,0.08,0.06,0.0,0.01,0.15,Traveller's Tales
Disney'S Donald Duck: Goin' Quackers,PlayStation,2000,Platform,Ubisoft,0.08,0.06,0.0,0.01,0.15,Ubisoft Shanghai
Mobile Suit Gundam: Perfect One Year War,PlayStation,1997,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.01,0.15,Unknown
Galerians,PlayStation,1999,Adventure,Crave Entertainment,0.08,0.06,0.0,0.01,0.15,Unknown
Ys: The Oath In Felghana,PlayStation Portable,2010,Role Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.15,Falcom
Crash: Twinsanity,Xbox,2004,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.15,Traveller's Tales
We Dance,Nintendo Wii,2011,Misc,Nordic Games,0.0,0.13,0.0,0.02,0.15,Nordic Games Publishing
Space Camp,Nintendo DS,2009,Action,Activision,0.14,0.0,0.0,0.01,0.15,7 Studios
Drummania,PlayStation 2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,Unknown
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,Nintendo 3DS,2013,Action,Nippon Columbia,0.0,0.0,0.15,0.0,0.15,Unknown
Yu-Gi-Oh! Nightmare Troubadour (Us Sales),Nintendo DS,2005,Action,Konami Digital Entertainment,0.15,0.0,0.0,0.0,0.15,Unknown
Spongebob'S Truth Or Square,Nintendo DS,2009,Action,Thq,0.07,0.07,0.0,0.01,0.15,"THQ, Altron"
Tamagotchi No Narikiri Channel,Nintendo DS,2009,Role Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Arena Football,Xbox,2006,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15,EA Tiburon
Power Pro Kun Pocket 1+2,Game Boy Advance,2004,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.15,Unknown
Medal Of Honor: Infiltrator,Game Boy Advance,2003,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,Netherock Ltd.
Skylanders: Superchargers,Nintendo Wii,2015,Action,Activision,0.02,0.12,0.0,0.01,0.15,Unknown
Blazing Dragons,PlayStation,1996,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15,Unknown
Lego Star Wars: The Force Awakens,Nintendo Wii U,2016,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,TT Games
Victorious: Hollywood Arts Debut,Nintendo DS,2011,Misc,D3Publisher,0.13,0.01,0.0,0.01,0.15,Behaviour Interactive
The Wizard Of Oz: Beyond The Yellow Brick Road,Nintendo DS,2008,Role Playing,D3Publisher,0.13,0.0,0.0,0.01,0.15,Media Vision
Baseball Blast!,Nintendo Wii,2009,Sports,Take Two Interactive,0.14,0.0,0.0,0.01,0.15,Unknown
Super Monkey Ball Deluxe,Xbox,2005,Misc,Sega,0.11,0.03,0.0,0.01,0.15,Sega
Shin Megami Tensei: Devil Summoner - Soul Hackers,PlayStation,1999,Role Playing,Atlus,0.0,0.0,0.14,0.01,0.15,Unknown
Shin Chan: ¡Aventuras De Cine!,Nintendo DS,2008,Platform,505 Games,0.0,0.0,0.15,0.0,0.15,Unknown
Jurassic: The Hunted,Nintendo Wii,2009,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,Activision
The Cursed Crusade,Xbox 360,2011,Action,Dtp Entertainment,0.08,0.05,0.0,0.01,0.15,Kylotonn
Charm Girls Club: Pajama Party,Nintendo Wii,2009,Misc,Electronic Arts,0.14,0.0,0.0,0.01,0.15,Electronic Arts
Spongebob'S Boating Bash,Nintendo DS,2010,Misc,Thq,0.13,0.0,0.0,0.01,0.15,Firebrand Games
Tamagotchi Collection,Nintendo DS,2011,Misc,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Earth Defense Force 2025,Xbox 360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,Sandlot
Nhl 2K10,Xbox 360,2009,Sports,Take Two Interactive,0.11,0.02,0.0,0.01,0.15,Take-Two Interactive
White Knight Chronicles: Origins,PlayStation Portable,2011,Role Playing,Sony Computer Entertainment,0.0,0.04,0.09,0.02,0.15,Unknown
Trivial Pursuit: Bet You Know It,Nintendo Wii,2011,Misc,Electronic Arts,0.09,0.04,0.0,0.01,0.15,Electronic Arts
Turbo Prop Racing,PlayStation,1997,Racing,Sony Computer Entertainment,0.08,0.06,0.0,0.01,0.15,Unknown
Barbie Superpack: Secret Agent  &  Groovy Games,Game Boy Advance,2005,Misc,Vivendi Games,0.1,0.04,0.0,0.0,0.15,Unknown
Tom Clancy'S Ghost Recon,GameCube,2003,Shooter,Ubisoft,0.11,0.03,0.0,0.0,0.15,Red Storm Entertainment
Pac-Man Party 3D,Nintendo 3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0.0,0.01,0.15,Namco Bandai Games
Dance Dance Revolution (North America),PlayStation,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15,Unknown
Darkstalkers Chronicle: The Chaos Tower,PlayStation Portable,2004,Fighting,Capcom,0.13,0.0,0.0,0.01,0.15,Capcom
Wwe '13,Nintendo Wii,2012,Action,Thq,0.11,0.02,0.0,0.01,0.15,THQ
Mad Dash Racing,Xbox,2001,Racing,Eidos Interactive,0.11,0.03,0.0,0.01,0.15,Crystal Dynamics
Bakugan Battle Brawlers: Defenders Of The Core,Xbox 360,2010,Action,Activision,0.11,0.02,0.0,0.01,0.15,Now Production
Rayman Origins,Nintendo 3DS,2012,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,UBlart Montpellier
Summon Night 5,PlayStation Portable,2013,Role Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Felistella
Motogp 2: Ultimate Racing Technology,PlayStation 2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,Unknown
Black * Rock Shooter: The Game,PlayStation Portable,2011,Role Playing,Unknown,0.0,0.0,0.15,0.0,0.15,"Image Epoch, Imageepoch"
Bmx Xxx,PlayStation 2,2002,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,"Z-Axis, Ltd."
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Sega Saturn,1995,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Sonic Advance & Sonic Pinball Party Combo Pack,Game Boy Advance,2005,Misc,Sega,0.1,0.04,0.0,0.0,0.15,Unknown
Boktai: The Sun Is In Your Hand,Game Boy Advance,2003,Role Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,KCEJ
Making History: The Great War,Nintendo Wii,2010,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,Unknown
Guilty Gear X2 #Reload,Xbox,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,Arc System Works
Wizardry Vii: Gadeia No Houshu,PlayStation,1995,Role Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,Unknown
Recore,Xbox One,2016,Action,Microsoft Game Studios,0.08,0.05,0.0,0.01,0.15,"Armature Studio, comcept"
Soldier Of Fortune: Payback,PlayStation 3,2007,Shooter,Activision,0.12,0.02,0.0,0.01,0.15,Cauldron Ltd.
F1 2012,Personal Computer,2012,Racing,Codemasters,0.01,0.11,0.0,0.02,0.15,Codemasters
Elf: The Movie,Game Boy Advance,2004,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,Human Soft
Mlb Slugfest 20-03,GameCube,2002,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,Gratuitous Games
Tiger Woods Pga Tour,Nintendo DS,2004,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,Sensory Sweep
Tamagotchi No Appare! Niji Venture,Nintendo DS,2007,Role Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown
Ultimate Board Game Collection,Nintendo Wii,2007,Misc,Xplosiv,0.13,0.0,0.0,0.01,0.14,Jack of All Games
Grabbed By The Ghoulies,Xbox,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,Rare Ltd.
Cars: Mater-National Championship,Xbox 360,2007,Racing,Thq,0.13,0.0,0.0,0.01,0.14,Rainbow Studios
Shadow Hearts: From The New World,PlayStation 2,2005,Role Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,Nautilus
Rayman Raving Rabbids,Nintendo DS,2007,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.14,Ubisoft Bulgaria
Terraria,Personal Computer,2011,Action,Unknown,0.0,0.13,0.0,0.01,0.14,Re-Logic
Derby Stallion Gold,Nintendo 3DS,2014,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,Unknown
Csi: 3 Dimensions Of Murder,PlayStation 2,2007,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,Ubisoft Bulgaria
Barbarian,PlayStation 2,2002,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,Saffire
Tennis No Oji-Sama: Aim At The Victory!,Game Boy Advance,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown
L.A. Rush,Xbox,2005,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,Midway
Rubik'S World,Nintendo Wii,2008,Puzzle,Game Factory,0.12,0.01,0.0,0.01,0.14,Two Tribes
Record Of Agarest War 2,PlayStation 3,2010,Role Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,"Idea Factory, Compile Heart"
Quickspot,Nintendo DS,2006,Misc,Namco Bandai Games,0.01,0.0,0.13,0.0,0.14,Namco
"Lunar 2: Eternal Blue(Sales, But Wrong System)",Sega Genesis,1994,Role Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,Unknown
Pipe Dreams 3D,PlayStation,2001,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,Sick Puppies
Skylanders Giants,Nintendo 3DS,2012,Action,Activision,0.12,0.01,0.0,0.01,0.14,n-Space
Spider-Man: Friend Or Foe,Nintendo Wii,2007,Action,Activision,0.13,0.0,0.0,0.01,0.14,Next Level Games
Fox Sports Golf '99,PlayStation,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,Unknown
Power Rangers: Super Legends,PlayStation 2,2007,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,Artificial Mind and Movement
Jurassic: The Hunted,PlayStation 2,2009,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,Activision
Sakura Wars Gb,Game Boy,2000,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,Unknown
Shining Force Cd,Sega CD,1994,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,Unknown
Fatal Frame,PlayStation 2,2001,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,Tecmo
Rayman 3,Game Boy Advance,2003,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,Ubisoft
The Fifth Element,PlayStation,1998,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown
Blazblue: Chrono Phantasma Extend,PlayStation 4,2015,Action,Pqube,0.07,0.03,0.02,0.02,0.14,Arc System Works
Okaeri! Chibi-Robo! Happy Richie Oosouji,Nintendo DS,2009,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,Unknown
Wild Arms 4,PlayStation 2,2005,Role Playing,505 Games,0.07,0.06,0.0,0.02,0.14,Media Vision
Ratatouille,GameCube,2007,Action,Thq,0.11,0.03,0.0,0.0,0.14,Asobo Studio
G.I. Joe: The Rise Of Cobra,PlayStation 2,2009,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,Double Helix Games
Casper: Spirit Dimensions,PlayStation 2,2001,Platform,Tdk Mediactive,0.07,0.05,0.0,0.02,0.14,Lucky Chicken
Super Robot Taisen Og Saga: Endless Frontier (Jp Sales),Nintendo DS,2008,Role Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown
Sengoku Musou 3 Empires,PlayStation 3,2011,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,Unknown
Thunder Truck Rally,PlayStation,1997,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,Unknown
Klonoa: Empire Of Dreams,Game Boy Advance,2001,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,Unknown
Safecracker: The Ultimate Puzzle Adventure,Nintendo DS,2009,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.14,Firehazard Studio
Geometry Wars: Galaxies,Nintendo DS,2007,Shooter,Vivendi Games,0.13,0.0,0.0,0.01,0.14,Kuju Entertainment
Famista Returns,Nintendo 3DS,2015,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown
Syndicate,PlayStation 3,2012,Shooter,Ea Games,0.07,0.06,0.0,0.02,0.14,Starbreeze
Adrenalin Misfits,Xbox 360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,Konami
Karaoke Revolution Glee: Volume 3,Xbox 360,2011,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01,0.14,Hijinx Studios
Cave Story 3D,Nintendo 3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,Nicalis
Iron & Blood,PlayStation,1996,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,Unknown
Mega Man Powered Up,PlayStation Portable,2006,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,Capcom
Balloon Pop,Nintendo DS,2009,Puzzle,Ufo Interactive,0.13,0.0,0.0,0.01,0.14,Tommo
Class Of Heroes,PlayStation Portable,2008,Role Playing,Acquire,0.06,0.0,0.08,0.01,0.14,Zerodiv
Second Sight,PlayStation 2,2004,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,Free Radical Design
Heroes Of Mana,Nintendo DS,2007,Strategy,Square Enix,0.07,0.01,0.05,0.01,0.14,Brownie Brown
Alien: Isolation,Personal Computer,2014,Shooter,Sega,0.0,0.14,0.0,0.01,0.14,Creative Assembly
G.I. Joe: The Rise Of Cobra,PlayStation Portable,2009,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,Double Helix Games
Just Cause 3,Personal Computer,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,Avalanche Studios
Monster House,PlayStation 2,2006,Adventure,Thq,0.07,0.05,0.0,0.02,0.14,Artificial Mind and Movement
Phantom Brave,PlayStation 2,2004,Role Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,Nippon Ichi Software
Thor: God Of Thunder,Xbox 360,2011,Action,Sega,0.09,0.04,0.0,0.01,0.14,Liquid Entertainment
Championship Motocross 2001 Featuring Ricky Carmichael,PlayStation,2001,Racing,Thq,0.08,0.05,0.0,0.01,0.14,Funcom
Kenka Banchou 5: Otoko No Housoku,PlayStation Portable,2011,Action,Spike,0.0,0.0,0.14,0.0,0.14,Unknown
Doshin The Giant,GameCube,2002,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,Unknown
Star Ocean: Blue Sphere,Game Boy,2001,Role Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,Unknown
Shrek 2 And Shark Tale 2-In-1 Pack,Game Boy Advance,2005,Misc,Activision,0.1,0.04,0.0,0.0,0.14,Unknown
Mojo!,PlayStation 2,2003,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,Unknown
Kamen Rider Ryuki,PlayStation,2002,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,Unknown
Front Mission Alternative,PlayStation,1997,Strategy,Squaresoft,0.0,0.0,0.13,0.01,0.14,Unknown
World Championship Poker: Howard Lederer - All In,PlayStation Portable,2006,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,Unknown
Fifa Soccer 2005,GameCube,2004,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,EA Canada
Harvest Moon: Hero Of Leaf Valley,PlayStation Portable,2009,Simulation,Rising Star Games,0.07,0.02,0.05,0.01,0.14,Marvelous Entertainment
Diner Dash: Flo On The Go,Nintendo DS,2009,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,Zoo Games
Hexyz Force,PlayStation Portable,2009,Role Playing,Atlus,0.07,0.0,0.06,0.01,0.14,Sting
Power Stone,Sega Dreamcast,1998,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,Unknown
Jonny Moseley Mad Trix,PlayStation 2,2001,Sports,3Do,0.07,0.05,0.0,0.02,0.14,3DO
Uta No * Prince-Sama: Repeat,PlayStation Portable,2011,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,Unknown
Senran Kagura Burst: Guren No Sh?Jo-Tachi,Nintendo 3DS,2012,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,Unknown
Mtv Music Generator 3: This Is The Remix,PlayStation 2,2004,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,Mix Max
Cake Mania 3,Nintendo DS,2009,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,"Sandlot Games, Digital Embryo"
Zetta Hero Project: Unlosing Ranger Vs. Darkdeath Evilman,PlayStation Portable,2010,Role Playing,Nippon Ichi Software,0.07,0.0,0.06,0.01,0.14,Unknown
Gundam Breaker 2,PlayStation 3,2014,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown
.Hack &  & Link,PlayStation Portable,2010,Role Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,Unknown
Terminator 3: Rise Of The Machines,Xbox,2003,Action,Atari,0.11,0.03,0.0,0.01,0.14,Black Ops Entertainment
Ssx On Tour,Xbox,2005,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,EA Canada
Ncaa College Basketball 2K3,Xbox,2002,Sports,Sega,0.11,0.03,0.0,0.01,0.14,Kush Games
Victorious Boxers: Revolution,Nintendo Wii,2007,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,Cavia Inc.
Farming Simulator 2013,PlayStation 3,2013,Simulation,Focus Home Interactive,0.0,0.09,0.02,0.02,0.14,Giants Software
The Legend Of Heroes Ii: Prophecy Of The Moonlight Witch,PlayStation Portable,2004,Role Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,Microvision
Doom,Game Boy Advance,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,David A. Palmer Productions
Hidden Mysteries: Salem Secrets - Witch Trials Of 1692,Nintendo DS,2010,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.14,Unknown
